51441 45.70999159990267
7914 30.707111334673893
49023 23.895294226989478
73731 15.062225621536548
25029 0.0
35782 -9.057954404928179
64336 -11.255866037974997
61644 -11.75605659008823
55891 -12.728248437899378
46632 -13.279026378868824
59301 -13.367717717718099
44597 -13.736846924079066
68829 -15.35740616208978
75558 -26.141699023052446
8085 -27.857214407840477
53364 -28.53223266797451
3648 -29.28705036705578
16841 -29.414911238815044
76556 -30.200477084354297
16723 -30.25956669605108
67135 -31.34262788721916
67169 -32.31745539877047
19526 -34.865725228273384
6409 -37.867744553193795
70854 -38.86110806532674
41355 -41.982168040633034
2800 -43.36450444142067
55974 -47.77049436121387
49731 -49.83370472297832
61487 -50.11114414098327
6399 -51.311773128433664
70619 -54.40278675593065
41521 -63.36159188221003
6386 -63.40134972017206
70606 -71.87003089905323
32963 -85.74988214737671
31281 -86.91422149526659
32528 -103.92837817417418
86068 -105.80517327592497
56686 -114.86901516467093
47424 -115.53343838474252
50516 -120.48470814435953
53259 -125.47776239826013
76481 -133.72533312372713
