79605 13.94545558899558
42907 11.451558378134038
41487 11.419402873270538
8768 8.28934702453984
3641 7.565600965788886
19488 6.666329896901367
3610 6.070243069969098
83238 5.845399541589612
59914 5.119106869601647
43962 4.836936594280888
15404 4.8178364855403055
35104 3.9693887199740057
37153 2.7450928005164075
76750 2.237786998165409
76779 2.2355660930044716
60305 1.4234133710850256
60227 1.2877311384163352
46422 0.7887405282999294
48692 0.10990263637502373
22906 0.0
25956 0.0
52913 0.0
5650 0.0
64168 0.0
70629 0.0
70643 0.0
72885 0.0
78418 0.0
9473 0.0
73988 -0.4436936867603444
26322 -0.5766844993593263
58126 -0.7517941871734454
43806 -1.044440208118067
12740 -1.0783869838782063
61191 -1.1183764266255856
82677 -1.2866551468218648
25548 -1.3551168555321271
72605 -1.4804116146940647
55914 -2.098808482605962
84892 -2.1240344733120513
19365 -2.5129803041826784
11114 -3.364181054864014
54695 -3.7248385998583653
34428 -5.576956990915133
55797 -6.26360487517146
58438 -11.709830402348244
