40119 1.6969776608085643
41857 1.6969776608085643
14855 0.0
22961 0.0
27966 0.0
31141 0.0
6635 0.0
7937 0.0
28440 -3.2293414463824157
28455 -3.2311418197378434
80756 -5.365539220486008
36601 -6.309202992316674
77104 -7.6556649296691655
62836 -7.804715830218435
77102 -7.804715830218435
62835 -7.821691216408462
49907 -11.151419031456998
58957 -15.17759091797804
13484 -15.992469448931978
16170 -16.232329288988677
31515 -18.54450948290693
31504 -19.90265659640833
60118 -21.927291575286336
73034 -22.144135783473207
62536 -23.32162294209193
59502 -23.401844878338945
26568 -23.87750140217184
39433 -24.41661701334289
63056 -31.858954613924485
41975 -45.931913006861926
77349 -46.12663271937147
