46494 2.0116509584841025e-06
72826 1.1347073529787772e-06
72899 1.1171380051918159e-06
11342 0.0
11360 0.0
15746 0.0
16727 0.0
16900 0.0
43886 0.0
44081 0.0
55879 0.0
58426 0.0
58611 0.0
67535 0.0
71186 0.0
72895 0.0
73475 0.0
75465 0.0
75487 0.0
75593 0.0
78782 0.0
83312 0.0
83332 0.0
83339 0.0
83913 0.0
83946 0.0
83958 0.0
9660 0.0
24499 0.0
46509 0.0
73037 0.0
75590 0.0
75714 0.0
83336 0.0
85393 0.0
47225 0.0
64685 0.0
11669 0.0
24350 0.0
24827 0.0
51258 0.0
67400 0.0
81788 0.0
82198 0.0
64275 0.0
8369 0.0
41297 0.0
82927 0.0
83880 0.0
86881 0.0
35148 0.0
49804 0.0
58143 0.0
83266 0.0
20126 0.0
22696 0.0
22875 0.0
16655 0.0
72821 0.0
83268 0.0
83364 0.0
83427 0.0
86751 0.0
55197 0.0
83428 0.0
63773 0.0
83185 0.0
21791 0.0
3142 0.0
31459 0.0
76669 0.0
9413 0.0
