76899 0.0009467455621301776
82519 0.0005073325406262386
77907 0.0005004904359405758
25833 0.0004759071980963712
77381 0.0003526637131080694
27974 0.00025799516259070144
80922 0.00021183386340834805
82085 0.00020238732718019643
82106 0.00015322074800453914
9011 5.3972002023950077e-05
7970 4.782372176158679e-05
18877 0.0
22987 0.0
26276 0.0
34010 0.0
38588 0.0
39122 0.0
48375 0.0
57024 0.0
63141 0.0
68664 0.0
69142 0.0
69164 0.0
71111 0.0
73371 0.0
74777 0.0
74778 0.0
79949 0.0
86448 0.0
22472 0.0
36858 0.0
39620 0.0
40800 0.0
27960 0.0
28549 0.0
71913 0.0
