26073 3.249739472448668e-06
64476 1.908525926859513e-06
16953 1.7496727906841641e-06
61540 1.3421348767679367e-06
67717 1.282382744081468e-06
4933 1.375625993475122e-07
11402 0.0
17498 0.0
24340 0.0
29729 0.0
34684 0.0
46566 0.0
49766 0.0
51139 0.0
56735 0.0
58428 0.0
58504 0.0
58582 0.0
58651 0.0
59340 0.0
61554 0.0
62293 0.0
65289 0.0
67144 0.0
68812 0.0
75624 0.0
82229 0.0
15776 0.0
55187 0.0
56519 0.0
78626 0.0
58676 0.0
73598 0.0
16575 0.0
51780 0.0
51841 0.0
23398 0.0
25832 0.0
31530 0.0
29314 0.0
