79525 4.127276172265498
81694 3.9700930384193485
65692 3.355553644294822
71102 2.7529362262476362
79033 2.6269123656655053
73930 2.504822307176346
9544 1.9372245639976915
67204 1.3501543121683044
50076 1.2323757543866238
58507 1.0911699714155743
5166 1.0834726777719228
48566 1.039654920125508
54844 0.9274777915203366
62586 0.916408275452183
42485 0.5830305913356049
41231 0.40740276323836205
37425 0.2389193429408545
35853 0.1543033499620919
24747 0.035071531191594715
24839 0.035071531191594715
21113 0.03333333333333333
